age_rating,app_rating,category,compatibility,languages,name,price,rank,rating_count,size
4+,4.8,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular, iPod touch (6th generation) and iPod touch (7th generation).","English, Arabic, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Vietnamese",Find Me- share my GPS location,Free,149,45 Ratings,24.7 MB
4+,4.5,"
                  Reference
                ","Requires iOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese",Seeds: Minecraft Edition,Free,,13 Ratings,37.9 MB
4+,4.6,"
                  Reference
                ","Requires iOS 3.2 or later. Compatible with iPhone, iPad and iPod touch.",English,Resala Azkar,Free,,33 Ratings,20.9 MB
4+,4.5,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese","Lighto-Shape Border,Frame Mask",Free,,17 Ratings,85.1 MB
4+,4.5,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",World Map 2019,Free,,2 Ratings,64.1 MB
4+,5.0,"
                  Reference
                ","Requires iOS 8.4 or later. Compatible with iPhone, iPad and iPod touch.",English,Ayat ul Kursi MP3 with Translation,Free,,1 Rating,22.9 MB
4+,4.2,"
                  Reference
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Face Aging App - Oldify Camera,Free,122,55 Ratings,329.3 MB
4+,3.5,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Mini Wiki for Brave Frontier,Free,,2 Ratings,172.3 MB
4+,3.8,"
                  Reference
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Javanese Dictionary,Free,101,4 Ratings,6.8 MB
4+,4.9,"
                  Reference
                ","Requires iOS 9.3 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bengali, Dutch, French, German, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Malayalam, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Urdu",Quran Majeed Proالقرآن المجيد,Rp 75ribu,6,1.8K Ratings,185.2 MB
4+,4.8,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Photo Collage HD Pro – Pic Frame and Split Stitch,Free,,5 Ratings,20.7 MB
4+,4.2,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Chest Tracker for Clash Royale - Easy Rotation Calculator,Free,,22 Ratings,7.2 MB
4+,4.2,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Hisnul Muslim,Free,,10 Ratings,69.7 MB
4+,4.9,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Akan, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Basque, Bemba (Zambia), Bengali, Bulgarian, Burmese, Cambodian, Cantonese, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Ewe, Filipino, Finnish, French, Galician, Ganda, Georgian, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Icelandic, Igbo, Indonesian, Irish, Italian, Japanese, Kabyle, Kannada, Kazakh, Kikuyu, Kinyarwanda, Kirghiz, Kirundi, Korean, Latvian, Lingala, Lithuanian, Macedonian, Malagasy, Malay, Malayalam, Maltese, Marathi, Mongolian, Morisyen, Nepali, Norwegian Bokmål, Nyankole, Oriya, Oromo, Persian, Polish, Portuguese, Punjabi, Quechua, Romanian, Russian, Serbian, Shona, Simplified Chinese, Singhalese, Slovak, Slovenian, Somali, Spanish, Swedish, Tajik, Tamil, Tatar, Telugu, Thai, Tigrinya, Tonga, Traditional Chinese, Turkish, Turkmen, Ukrainian, Urdu, Vietnamese, Welsh, Yoruba, Zulu",JW Library,Free,78,296 Ratings,131.5 MB
4+,4.2,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Doa Selepas Solat,Free,,5 Ratings,16.5 MB
4+,4.7,"
                  Reference
                ","Requires iOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, French, Japanese, Serbian, Spanish",Asma Al Husna,Free,,28 Ratings,836.8 KB
4+,3.0,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Albanian, Dutch, French, German, Indonesian, Italian, Malay, Russian, Spanish, Turkish",Asma' Al-Husna (99 Names of Allah),Free,119,4 Ratings,19.6 MB
4+,4.8,"
                  Reference
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Photo translator - TraduCam,Free,141,202 Ratings,69.7 MB
12+,5.0,"
                  Reference
                ","Requires iOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.",English,"55,000 Amazing Quotes",Free,,3 Ratings,24.2 MB
4+,4.6,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Potret Pribadi Nabi Muhammad SAW,Free,144,11 Ratings,34.1 MB
4+,4.8,"
                  Reference
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Indonesian, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Vietnamese",Naver Papago - AI Translator,Free,56,20 Ratings,238.7 MB
4+,4.3,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,An-Nawawi's Forty Hadiths,Free,129,20 Ratings,11 MB
4+,4.0,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Voice Changer ＋,Free,,28 Ratings,82.4 MB
4+,4.5,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Color Lab – Coloring Changer and Photo Editor,Free,,2 Ratings,51.4 MB
4+,2.0,"
                  Reference
                ","Requires iOS 4.3 or later. Compatible with iPhone, iPad and iPod touch.",English,Cheats - Mobile Cheats for iOS Games,Free,,4 Ratings,6.3 MB
4+,4.7,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Doa Harian+,Free,,13 Ratings,24.8 MB
4+,4.4,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Surah Yasin - Mp3 Translation,Free,,8 Ratings,43 MB
4+,4.6,"
                  Reference
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Pinso-Wallpaper & Poster Maker,Free,65,191 Ratings,444 MB
4+,4.2,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Mathurat Kubra by DK,Free,63,20 Ratings,23 MB
4+,4.4,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,House Guide for Minecraft PE (Pocket Edition),Free,47,50 Ratings,120.7 MB
4+,5.0,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Wirid dan Doa-Doa Pilihan,Free,,3 Ratings,113.9 MB
4+,3.8,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",Quranesia Audio,Free,134,54 Ratings,27.2 MB
4+,3.2,"
                  Reference
                ","Requires iOS 9.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Cambridge English Dictionary,Free,80,9 Ratings,84.3 MB
4+,4.5,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Wazma - Al Quran Murottal,Free,31,38 Ratings,23.7 MB
4+,4.7,"
                  Reference
                ","Requires iOS 11.3 or later. Compatible with iPhone, iPad and iPod touch.","English, Bengali, Dutch",Quran Touch - Athan & Athkar,Free,,37 Ratings,133.2 MB
4+,3.6,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",Labbaik - Du'a guidance for Hajj & Umra,Free,,7 Ratings,27.8 MB
4+,4.4,"
                  Reference
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Quran Tajweed - الفران الكريم تجويد,Free,110,139 Ratings,197.4 MB
4+,4.2,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Indonesian, Simplified Chinese",VPN - China VPN Proxy,Free,148,19 Ratings,18.8 MB
4+,4.5,"
                  Reference
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Wallpaper for Naruto Manga HD,Free,38,580 Ratings,19.2 MB
4+,4.7,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Satu Hari Satu Hadis,Free,91,20 Ratings,23.4 MB
4+,4.2,"
                  Reference
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",PANTONE Studio,Free,48,25 Ratings,140.3 MB
4+,4.2,"
                  Reference
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Al-Quran Al-Hadi,Free,,21 Ratings,118.3 MB
4+,4.4,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Surah Yassin & Tahlil Arwah,Free,97,8 Ratings,229.4 MB
4+,4.8,"
                  Reference
                ","Requires iOS 9.3 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular, iPod touch (6th generation) and iPod touch (7th generation).",English,Yasin,Free,137,337 Ratings,26.2 MB
4+,2.5,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian Bokmål, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",Kamus Indonesia-Mandarin 印尼语 中文 字典,Free,87,2 Ratings,34.4 MB
4+,4.6,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, Indonesian, Malay, Russian, Urdu",99 Names of Allah and Audio,Free,,8 Ratings,20.8 MB
4+,4.8,"
                  Reference
                ","Requires iOS 10.3 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",Quran Word by Word,Free,82,1.1K Ratings,90.8 MB
4+,4.4,"
                  Reference
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Chinese, French, German, Indonesian, Kazakh, Malay, Russian, Thai, Turkish",Quran Kuran (word by word),Free,,14 Ratings,143.9 MB
4+,1.0,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian Bokmål, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",Indonesian Korean dictionary,Free,121,3 Ratings,34.4 MB
4+,4.9,"
                  Reference
                ","Requires iOS 9.3 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Korean, Portuguese, Russian, Spanish",imiwa?,Free,166,11 Ratings,979.9 MB
4+,4.9,"
                  Reference
                ","Requires iOS 8.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bengali, Dutch, French, German, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Malayalam, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Urdu",Quran Explorer,Free,,474 Ratings,109.9 MB
4+,4.6,"
                  Reference
                ","Requires iOS 13.0 or later. Compatible with iPhone, iPad and iPod touch.",English,WordWeb Dictionary,Free,,7 Ratings,69.8 MB
4+,5.0,"
                  Reference
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Photo Frame Editor – Perfect Picture Grid Maker,Free,,1 Rating,38.7 MB
4+,4.9,"
                  Reference
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Catalan",Advanced Dictionary&Thesaurus,Free,,86 Ratings,201.8 MB
